Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1nWlofzYnQ2vs7LTd8Y77o,Glory Steady Go! (feat. 天馬司&鳳えむ&草薙寧々&神代類&巡音ルカ),トンデモワンダーズ/Glory Steady Go!,ワンダーランズ×ショウタイム,15/2/2023,239000,43,FALSE,ux8fq6jhtafal4ivg2c1n9esl,2026-03-13T07:50:56Z,"vocaloid,j-pop",KARENT,0.638,0.941,0,-2.268,1,0.11,0.136,0.0000338,0.316,0.691,131.048,4
spotify:track:2O7ll6p4p9GQ4eSBzrD0HG,天使のクローバー (feat. 鏡音リン),ロストテクノロジー,DIVELA;Kagamine Rin,9/9/2022,252435,27,FALSE,31aebtfcomrtcgocc7ikjknpu6re,2026-03-13T07:53:16Z,vocaloid,KARENT,0.523,0.969,10,-2.467,1,0.1,0.00104,0.00000291,0.217,0.474,96.521,4
spotify:track:5KE5i73iG4A7h8OyqyIaZK,villain,villain,Teniwoha,29/2/2020,200392,52,FALSE,ux8fq6jhtafal4ivg2c1n9esl,2026-03-13T07:53:17Z,vocaloid,teniwoha,0.312,0.876,7,-3.819,1,0.422,0.00628,0.0000786,0.244,0.745,201.981,4
spotify:track:07OS6vHEMa5KusC7byum9I,Specimen Girl,Specimen Girl,axopholes;Gackpo Camui,1/6/2025,301432,33,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T07:54:38Z,vocaloid,8883115 Records DK,0.35,0.802,5,-9.418,1,0.105,0.101,0.00000935,0.379,0.577,155.123,3
spotify:episode:6luTDc0dtYf20CQJ5RxAax,Dancing Samurai ,sh4zZ :q-(reqsts closed),,,247476,0,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T07:54:51Z,,undefined,,,,,,,,,,,,
spotify:episode:3UCbPWKpbP4ZAeOPeLYO8A,ネクロイーター Necro Eater / まぼえむ feat.神威がくぽ,Kaan's unhinged basement [REQS OPEN],,,721121,0,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T07:55:04Z,,undefined,,,,,,,,,,,,
spotify:track:7vhMSy3SVWKPUvzeUMtROZ,ももいろの鍵 (feat. 花里みのり&桐谷遥&桃井愛莉&日野森雫&巡音ルカ),私は、私達は/ももいろの鍵,MORE MORE JUMP!,6/12/2023,204133,50,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T07:55:23Z,"vocaloid,j-pop",KARENT,0.583,0.942,5,-3.069,1,0.0685,0.414,0.583,0.339,0.914,165.046,4
spotify:episode:2tIVoTIAjZNYSPc6rnabU3,CANTARELLA - GAKUPO/KAITO COVER,ts so tuff [ REQS OPEN ],,,517201,0,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T07:56:48Z,,undefined,,,,,,,,,,,,
spotify:track:7uCF9OXheD1rcf0otySxgW,ネオネオン,アンデッドアリス,DECO*27,16/12/2020,185957,40,FALSE,31sekv3tau57xjnw2srba4spfvwq,2026-03-13T07:58:05Z,"vocaloid,j-pop",NBCUniversal Entertainment,0.737,0.704,6,-5.16,1,0.0353,0.0886,0.000124,0.114,0.762,129.98,4
spotify:track:1ky3WhS3GaZivViB6NLJbU,Fireflies Never Came,Fireflies Never Came,Harumakigohan,15/1/2022,209708,20,FALSE,31sekv3tau57xjnw2srba4spfvwq,2026-03-13T07:58:22Z,vocaloid,STUDIO-GOHAN,0.588,0.854,1,-5.43,1,0.0296,0.284,0.0000261,0.228,0.821,102.988,4
spotify:track:76xP4gORWJZT3ARIq8Tvhl,スーパートルコ行進曲 - オワタ＼(^o^)／,ツマンネ＼(^o^)／,Owata-P,13/3/2019,182800,21,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T08:00:00Z,vocaloid,KARENT,0.69,0.602,0,-10.749,1,0.0346,0.661,0.0000384,0.0479,0.643,119.962,4
spotify:track:15pvlnSsgLbJtCqdQz1Eag,PaIII.PREDICTION (feat. 初音ミク×GUMI×鏡音リン),PaIII.PREDICTION,Yunosuke;Hatsune Miku;Kagamine Rin;GUMI,2/7/2025,225666,20,FALSE,31sekv3tau57xjnw2srba4spfvwq,2026-03-13T08:00:41Z,"vocaloid,anime",KARENT,0.495,0.951,4,-4.598,0,0.0946,0.0289,0.00000146,0.134,0.587,180.011,4
spotify:track:1GdhQZl4C6YNg9maDviphG,Night Sky Patrol of Tomorrow,Mikansei Eight Beats,Orangestar,22/4/2015,177773,42,FALSE,31sekv3tau57xjnw2srba4spfvwq,2026-03-13T08:01:09Z,vocaloid,Subcul-rise Record,0.491,0.849,9,-3.831,1,0.0696,0.041,0.00745,0.15,0.218,185.013,4
spotify:track:1i7DdfIq8VCoaqDNmHcx1l,Hanage Uta (feat. Camui Gackpo),KANIMISO A2K,mathru@KanimisoP;Gackpo Camui,5/12/2012,268037,16,FALSE,31wqw43f6lagc3mtkpww6hjys2ea,2026-03-13T08:02:13Z,vocaloid,mathru@KanimisoP,0.401,0.947,4,-6.153,0,0.0399,0.000773,0.00000203,0.31,0.23,154.933,4
spotify:track:4audWJqBNy5j7umQ0rQXTo,Booo! (feat. 花里みのり&桐谷遥&桃井愛莉&日野森雫&鏡音リン),MORE MORE JUMP！ SEKAI ALBUM vol.2,MORE MORE JUMP!,7/2/2024,173293,40,FALSE,31aebtfcomrtcgocc7ikjknpu6re,2026-03-13T08:03:10Z,"vocaloid,j-pop",KARENT,0.726,0.933,5,-2.677,1,0.0399,0.0221,0,0.106,0.852,110.018,4
spotify:track:5dKykKE5h3zapzslkcGDBE,Marshmary,Marshmary,MIMI,3/11/2019,213626,37,FALSE,31aebtfcomrtcgocc7ikjknpu6re,2026-03-13T08:18:23Z,vocaloid,MIMI,0.687,0.91,10,-7.313,1,0.032,0.844,0.00387,0.173,0.936,90.992,4
spotify:track:2MtLVsDeMdTsslO6qqmS2h,Kafu-eine,Kafu-eine,Hiiragi Magnetite,28/2/2024,152846,27,FALSE,31aebtfcomrtcgocc7ikjknpu6re,2026-03-13T08:19:54Z,,Hiiragi Magnetite,0.598,0.809,0,-5.942,1,0.0322,0.00217,0.0316,0.0734,0.788,137.047,4
spotify:track:6ULEcJSsGYfwVYBzLwPLYj,Entomologists,Entomologists,Ghost and Pals,31/10/2019,211226,38,FALSE,31htikoqcqgwk5y7y5gewus2pldy,2026-03-13T08:26:27Z,vocaloid,Ghost and Pals,0.681,0.678,0,-6.232,1,0.0367,0.354,0.00324,0.207,0.656,100.015,4
spotify:track:19TzGK65XVAZXa8Sm0byxI,weathergirl,CARDIAC CONTREPOINT,FLAVOR FOLEY,13/2/2025,258900,62,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:31:50Z,vocaloid,Rebel Creator Services,0.546,0.868,7,-8.516,0,0.0434,0.0717,0.000225,0.139,0.323,168.962,4
spotify:track:6TojIr8ZGp747z4XhYBInj,炜WARD ROMANCE,CARDIAC CONTREPOINT,FLAVOR FOLEY,13/2/2025,164023,55,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:31:50Z,vocaloid,Rebel Creator Services,0.6,0.814,1,-6.642,1,0.0352,0.0575,0.00322,0.121,0.75,169.025,4
spotify:track:1vp2ZM6iY4oRQfmqcKeaFw,Queen of Venus,CARDIAC CONTREPOINT,FLAVOR FOLEY,13/2/2025,267314,41,TRUE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:31:50Z,vocaloid,Rebel Creator Services,0.468,0.814,1,-7.384,1,0.0395,0.00745,0.687,0.0696,0.111,174.014,4
spotify:track:6WbZMS65xHB0s2tDdiF3iN,Paparazzi Murder Party - ROUNDTABLE REPRISE,CARDIAC CONTREPOINT,FLAVOR FOLEY,13/2/2025,178430,45,TRUE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:31:50Z,vocaloid,Rebel Creator Services,0.711,0.801,10,-6.226,0,0.0871,0.033,0.00000117,0.0918,0.653,134.964,4
spotify:track:3ppnSVOSWHoDEe1ICymUoh,snowflake - ROUNDTABLE REPRISE,CARDIAC CONTREPOINT,FLAVOR FOLEY,13/2/2025,238195,34,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:31:50Z,vocaloid,Rebel Creator Services,0.602,0.159,10,-12.87,1,0.0329,0.881,0.0000503,0.161,0.326,133.152,4
spotify:track:4rPbWHA0hGMbxZeTFeiw2G,When Spring Comes - ROUNDTABLE REPRISE,CARDIAC CONTREPOINT,FLAVOR FOLEY,13/2/2025,223291,39,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:31:50Z,vocaloid,Rebel Creator Services,0.575,0.867,11,-5.821,0,0.0402,0.00354,0.00972,0.115,0.94,158.011,4
spotify:track:0hSucwA3mTvIHmiC0vWWLb,Nothing (with You),Bittersweet,Jamie Paige,12/11/2021,230458,35,TRUE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:33Z,vocaloid,Sunrise 101.1,0.772,0.73,7,-7.615,1,0.0511,0.0362,0.0314,0.0457,0.894,114.977,4
spotify:track:6lhSzWrC6ZhdxacK3VuVEB,rose-tinted bitter grudge,seeyalater stratocaster,ippo.tsk,6/11/2022,208769,33,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.371,0.968,0,-5.705,0,0.0596,0.000662,0.253,0.335,0.384,177.92,4
spotify:track:2vA6AiJgZLLO2AQ0nicSNW,JKTmelts,seeyalater stratocaster,ippo.tsk,6/11/2022,206081,25,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.375,0.887,0,-5.898,1,0.0506,0.0089,0.00000315,0.0854,0.645,193.985,4
spotify:track:4t5fPcNw1xd6lRTPZUXrt2,john frustrante,seeyalater stratocaster,ippo.tsk,6/11/2022,233490,28,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.5,0.966,1,-7.843,1,0.0629,0.0738,0.0965,0.0859,0.355,106.522,4
spotify:track:1G9pSXX7B3swUhnMXUITKy,taste the rain,seeyalater stratocaster,ippo.tsk,6/11/2022,233586,38,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.527,0.806,2,-6.26,1,0.0305,0.00133,0.201,0.259,0.665,140.005,4
spotify:track:3P4DKXCo8jUZPgGvZsfFAG,fall semester song,seeyalater stratocaster,ippo.tsk,6/11/2022,266913,30,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.317,0.931,5,-5.807,0,0.0614,0.0211,0.0000808,0.248,0.566,192.997,4
spotify:track:7bqjTNvE6lSf3Q8Sc1U9S1,oyasumination,seeyalater stratocaster,ippo.tsk,6/11/2022,305110,40,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.393,0.895,4,-5.698,1,0.0439,0.00553,0.00289,0.345,0.495,95.008,4
spotify:track:2Xztg4QQc8x8MK6I7TuIV7,seeyalater stratocaster,seeyalater stratocaster,ippo.tsk,6/11/2022,219677,28,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.367,0.885,11,-5.362,0,0.0409,0.00553,0.0112,0.103,0.437,170.083,4
spotify:track:3wGaBAU5DmVRc18hw4ztBu,"though I fear, I still walk",seeyalater stratocaster,ippo.tsk,6/11/2022,312711,34,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:32:42Z,vocaloid,645762 Records DK,0.435,0.625,9,-6.29,1,0.0319,0.00166,0.00319,0.393,0.229,141.987,4
spotify:track:3KBjVr6AeAGba4YpikHV8L,I Can't Wait,I Can't Wait,d0tc0mmie;GUMI,12/12/2025,95576,53,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:34:08Z,"vocaloid,anime",d0tc0mmie,0.686,0.894,6,-4.746,1,0.0402,0.0154,0.000781,0.31,0.963,128.46,4
spotify:track:2dwkUUST4QXUU3DUZt2vax,It Could Be Us,It Could Be Us,Eggtan,19/12/2025,277232,40,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:34:16Z,vocaloid,3644227 Records DK,0.725,0.646,9,-7.819,0,0.0316,0.114,0.000105,0.149,0.848,111.991,4
spotify:track:68V1uUTfKqIRBYvEcIlgS5,Maybe This Year,Maybe This Year,Eggtan,24/12/2024,236357,32,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:34:22Z,vocaloid,3644227 Records DK,0.72,0.607,2,-7.594,1,0.031,0.00593,0.000887,0.299,0.559,110.974,4
spotify:track:1EHjsmdVXK64z9MFmebp46,like a ghost (feat. Kaai Yuki),like a ghost,sato noco;Kaai Yuki,21/3/2025,174697,50,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:34:29Z,vocaloid,sato noco,0.547,0.779,2,-5.047,0,0.0378,0.448,0.000077,0.177,0.856,119.095,4
spotify:track:2N1H4DMSpKPUv9taAJ51at,LABEL (feat. SEKAI),LABEL (feat. SEKAI),BOKUTACHI WA YONAYONA;SEKAI,6/6/2025,194150,8,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:35:44Z,vocaloid,BOKUTACHI WA YONAYONA,0.64,0.83,2,-3.579,1,0.0728,0.0124,0,0.111,0.782,106.177,4
spotify:track:4CPcjSvAzWFMzPrkA8M8dt,AITAKUNAI (feat. KAFU),AITAKUNAI (feat. KAFU),BOKUTACHI WA YONAYONA;Kafu,27/7/2023,212600,5,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:35:56Z,vocaloid,BOKUTACHI WA YONAYONA,0.572,0.872,1,-7.334,1,0.0451,0.0133,0.16,0.321,0.843,83.984,4
spotify:track:1KvHnVrCw0UxVrAoVC0AJk,Spoken For,Spoken For,FLAVOR FOLEY,1/8/2025,244782,68,TRUE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:36:08Z,vocaloid,Rebel Creator Services,0.781,0.567,11,-6.797,1,0.0425,0.141,0,0.0516,0.908,137.987,4
spotify:track:4rzcdgPJEgPd2Ate10adD9,digital/physical heart,digital/physical heart,Vane Lily,23/7/2022,246620,29,FALSE,31htikoqcqgwk5y7y5gewus2pldy,2026-03-13T08:36:09Z,vocaloid,2240653 Records DK,0.584,0.886,7,-6.484,1,0.033,0.115,0.00177,0.228,0.929,144.993,4
spotify:track:4rIBwGzoJftCI2bLuPDMGa,Pyrite Girl,Pyrite Girl,Riproducer,10/8/2021,247850,37,FALSE,31htikoqcqgwk5y7y5gewus2pldy,2026-03-13T08:36:14Z,vocaloid,Really Introverted Producer,0.323,0.699,7,-6.534,0,0.0454,0.0225,0,0.144,0.512,106.794,4
spotify:track:3EmS3KghOOkBGI40Vw12XR,Reckless Abandon,Reckless Abandon,decoyman1200,5/12/2025,252291,37,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:36:58Z,vocaloid,decoyman1200,0.729,0.686,0,-8.479,1,0.092,0.31,0.00328,0.106,0.639,180.028,4
spotify:track:2Vxl0VEIejG1e9EvYOzdHq,People Posture Play Pretend,People Posture Play Pretend,Jamie Paige,1/4/2022,256932,36,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:37:09Z,vocaloid,Sunrise 101.1,0.616,0.862,5,-6.891,0,0.046,0.0111,0.0171,0.181,0.552,163.043,4
spotify:track:208vuXteNZe9YNzKeR9FSH,Hetero,Hetero,Kareki Kashiwagi,8/11/2022,125940,29,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:37:14Z,vocaloid,Kareki Kashiwagi,0.623,0.814,1,-4.378,1,0.0422,0.153,0,0.241,0.914,100.996,4
spotify:track:593vfYlhwlJk0MVWkdQNDP,ババロア (Bavaroa) (feat. Hatsune Miku),ババロア (Bavaroa),TAK;Hatsune Miku,15/7/2025,177031,41,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:37:21Z,vocaloid,DORIDORI FRIENDS,0.738,0.855,2,-2.075,1,0.0616,0.0354,0.0000687,0.0648,0.608,95.974,4
spotify:track:20EuE4NOmibKW8mEdidlOq,NEWLY HUMAN FEELING,EVO EVO,Moe Shop;Jamie Paige,8/8/2025,193883,55,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:37:46Z,"future bass,hyperpop,vocaloid",Moe Shop Recordings,0.675,0.837,6,-6.546,1,0.0947,0.0262,0,0.3,0.445,95.008,4
spotify:track:5XzakR0b10jH6nx939bEM2,孤独サイコ (Psycho Mode) (feat. Hatsune Miku),孤独サイコ (Psycho Mode),TAK;Hatsune Miku,15/5/2025,185020,48,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:37:56Z,vocaloid,DORIDORI FRIENDS,0.762,0.86,11,-2.437,1,0.113,0.0491,0.000402,0.259,0.912,121.021,4
spotify:track:1KhIqRFVsh7VPtih0EsYyw,ELECTRIC WEEKEND ZONE,ELECTRIC WEEKEND ZONE,FLAVOR FOLEY;CircusP;KAITO,18/2/2025,138812,50,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:38:28Z,vocaloid,MEATBEATS,0.674,0.8,8,-8.696,1,0.0549,0.0398,0.00000175,0.107,0.915,142.057,4
spotify:track:7bjDEKwjlV8e5jdDts4a9o,mochimochi,mochimochi,TAK,27/8/2024,180722,54,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:38:46Z,vocaloid,DORIDORI FRIENDS,0.676,0.682,6,-3.141,0,0.114,0.0145,0.000155,0.243,0.943,166.007,4
spotify:track:4wVhDSjVL5akvPE6Or1fll,Therefor you and me,Tadano Best,si-o,13/10/2022,180000,57,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:38:56Z,vocaloid,si-o,0.641,0.6,0,-6.781,0,0.03,0.00371,0.0000513,0.122,0.8,120.003,4
spotify:track:6FAu0o2lio1akrQbnf877P,恋愛裁判,Download feat.初音ミク,40mP;Hatsune Miku,10/12/2014,222880,44,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:39:14Z,vocaloid,WM Japan,0.722,0.782,1,-4.857,0,0.034,0.0189,0,0.322,0.895,133.984,4
spotify:track:7j8ZCOiwnCJg1E13jN7k2C,舐める女 (feat. SF-A2 開発コード miki&猫村いろは&結月ゆかり),激情,SLAVE.V-V-R,16/7/2021,324697,6,FALSE,31htikoqcqgwk5y7y5gewus2pldy,2026-03-13T08:40:07Z,vocaloid,KARENT,0.58,0.663,2,-6.346,1,0.0373,0.0124,0.0000909,0.214,0.609,110.006,4
spotify:track:5sw99YAsHzLQsIu4m4pbAP,I Wish That I Could Fall,Constant Companions (Deluxe Edition),Jamie Paige,11/7/2025,277714,41,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:41:24Z,vocaloid,Sunrise 101.1,0.716,0.835,1,-5.039,0,0.0378,0.508,0.000264,0.0213,0.962,140.041,4
spotify:track:2U4zZd1jmi2Dbw0q9bumqQ,Cadmium Colors,Constant Companions (Deluxe Edition),Jamie Paige,11/7/2025,275744,42,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:41:28Z,vocaloid,Sunrise 101.1,0.512,0.864,0,-4.512,1,0.0541,0.358,0.000274,0.0746,0.799,148.019,4
spotify:track:3tFvFs08p6fIYrQ0rXydlO,Breeze Blows,Constant Companions (Deluxe Edition),Jamie Paige;Marcy Nabors;Marlow Jacobs,11/7/2025,200032,39,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:41:36Z,vocaloid,Sunrise 101.1,0.446,0.886,0,-6.27,1,0.0512,0.0579,0.000349,0.841,0.414,178.048,4
spotify:track:5z19J7kyYzvWsgeFgHdCiI,Dance Delightful,Constant Companions (Deluxe Edition),Jamie Paige,11/7/2025,256941,48,FALSE,0yrncg8kehk5m303bpg9co232,2026-03-13T08:41:47Z,vocaloid,Sunrise 101.1,0.549,0.912,6,-5.005,1,0.0537,0.00873,0.00319,0.139,0.767,170.03,4
spotify:track:4ulM7t5Dp0bkDXNdfNdxGR,悪ノ召使,Kagaminext feat. 鏡音リン、鏡音レン ―10th ANNIVERSARY BEST―,mothy,17/1/2018,290213,46,FALSE,bsytl8n7qp86y5zhfe8h0umgp,2026-03-13T08:44:28Z,vocaloid,KARENT,0.628,0.779,0,-3.234,0,0.0404,0.805,0,0.261,0.347,120.032,4
spotify:track:2vAqVZym4iluspvzglgBj4,罪と罰 (Reloaded),罪と罰 (Reloaded),DECO*27,11/1/2025,173293,38,FALSE,bsytl8n7qp86y5zhfe8h0umgp,2026-03-13T08:45:34Z,"vocaloid,j-pop",KARENT,0.778,0.695,11,-6.028,1,0.0373,0.0329,0.00787,0.448,0.873,119.992,4
spotify:track:4TtfJ5kptQAkymap9z8CMc,チャンピオン (feat. 初音ミク),チャンピオン,Kanaria;Hatsune Miku,20/7/2024,126881,48,FALSE,hq450aslzjp6a85tih6xvn656,2026-03-13T08:46:30Z,"vocaloid,j-pop",KARENT,0.554,0.595,11,-9.39,0,0.15,0.0734,0.113,0.0664,0.579,186.074,4
spotify:track:15xsaNBHLpyUTQQpi9Wol6,すげえアプリ開発中,すげえアプリ開発中,Wonderful★opportunity!,20/12/2013,239000,17,FALSE,315pnsrw6oiq4kqy437rzgw7myfm,2026-03-13T08:49:31Z,vocaloid,KARENT,0.521,0.963,4,-3.372,1,0.294,0.0217,0,0.134,0.793,158.012,4
spotify:track:3BFYBBs2eyuhkJAq1zzwiI,FLOP ERA,FLOP ERA (DELUXE EDITION),ePiaeon,4/10/2025,159103,54,FALSE,hq450aslzjp6a85tih6xvn656,2026-03-13T08:50:43Z,vocaloid,ePiaeon,0.584,0.92,2,-4.495,1,0.0536,0.0952,0.000535,0.277,0.453,162.992,4
spotify:track:0TQ928xDICSeqdf2e8FKYb,Lemonade,Lemonade,worzy,18/11/2025,160041,52,TRUE,hq450aslzjp6a85tih6xvn656,2026-03-13T08:50:50Z,vocaloid,10687246 Records DK,0.711,0.514,5,-14.341,1,0.0379,0.119,0,0.0997,0.186,150.018,4
spotify:track:3W9qs513ZgVEqK0EN9Okjt,Baumkuchen_EndCredits,Baumkuchen_EndCredits,amala,27/12/2025,144720,67,FALSE,hq450aslzjp6a85tih6xvn656,2026-03-13T08:54:19Z,vocaloid,amala,0.751,0.976,6,-1.471,1,0.313,0.41,0,0.143,0.702,124.935,4
spotify:track:0wi1R41gUym14GM44b70lG,だめにんげんだ! (feat. 重音テト),だめにんげんだ!,薄塩指数;重音テト,2019,233296,41,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T08:59:39Z,vocaloid,KARENT,0.63,0.904,9,-2.364,1,0.0545,0.321,0,0.0921,0.943,89.505,4
spotify:track:6PYRn571hjECHz5jzO8iYk,snooze (feat. 初音ミク),snooze,wotaku,8/9/2021,178000,52,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T08:59:53Z,vocaloid,KARENT,0.527,0.969,0,-4.063,1,0.0651,0.0202,0.909,0.299,0.429,149.999,4
spotify:track:4uHhJ58xvD4rlFLuqLo8TW,Nee Nee Nee.,LOVE,PinocchioP,11/8/2021,210607,50,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:00:14Z,vocaloid,mui,0.724,0.864,7,-4.958,1,0.0549,0.0146,0.00301,0.095,0.654,144.949,4
spotify:track:59FTa368w1dyNqvkJv54VR,ダイジョブですか？ (feat. 初音ミク),ダイジョブですか？,cosMo@Bousou-P;Hatsune Miku,27/12/2023,150599,55,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:00:23Z,vocaloid,KARENT,0.388,0.96,5,-5.012,0,0.208,0.0364,0,0.367,0.47,127.031,3
spotify:track:33oiVOtj5lGo6OoreZ4F5m,Menheramen,Denguri Gaeshi,PEPOYO,3/7/2022,224283,38,TRUE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:00:25Z,vocaloid,PEPOYO,0.445,0.886,7,-4.258,1,0.035,0.0102,0.00000605,0.142,0.417,184.972,4
spotify:track:50NOjSKe18JgcL8WopKTHb,Reincarnation Apple,META,PinocchioP,17/5/2023,221600,48,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:00:37Z,vocaloid,mui,0.668,0.812,2,-3.847,0,0.0514,0.154,0.0000662,0.111,0.967,145.063,4
spotify:track:72wehM3q2RVZb4XLmAkyTr,kyu-kurarin,kyu-kurarin,Iyowa,4/9/2021,217090,64,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:02:35Z,vocaloid,Iyowa,0.67,0.889,1,-8.674,0,0.0441,0.387,0.000607,0.337,0.486,110.015,4
spotify:track:3rO7YwtuTzCGssxvDS4xK2,Kyoufuu All Back,"ALBUM No,1",ゆこぴ,29/11/2023,137332,54,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:03:17Z,vocaloid,ゆこぴ,0.911,0.618,4,-7.036,0,0.043,0.0318,0.00838,0.221,0.977,134.954,4
spotify:track:5m9rwQVcChWF3TsKXlJfgE,HITO Mania,HITO Mania,Sasuke Haraguchi,24/8/2023,127200,63,TRUE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:03:21Z,vocaloid,Sasuke Haraguchi,0.86,0.842,1,-3.428,1,0.151,0.197,0.000981,0.338,0.646,150.017,4
spotify:track:0i6sPv1rVlQ5EZs4Q9rErb,Solar System Disco,Nayutan Sei Kara No Buttai Y,Nayutalien,31/12/2016,203200,42,FALSE,314lp5b5klgeo2zkfkyg77gajeri,2026-03-13T09:04:21Z,vocaloid,Nayutalien,0.569,0.94,1,-0.844,0,0.11,0.0242,0,0.161,0.709,149.93,4
spotify:track:4s7KnWUsQV7l8liH17Mgkl,alive,alive,市瀬るぽ,4/11/2020,209531,31,FALSE,kyuvcdnzef1c02h87txzgdqj9,2026-03-13T10:40:25Z,vocaloid,KARENT,0.611,0.887,2,-4.355,1,0.046,0.0382,0.0000389,0.309,0.616,128.033,4
spotify:track:5VtuAtWJoYWPvokfxg0pPF,Lonely Universe,planetarium,Aqu3ra,22/11/2022,219000,43,FALSE,kyuvcdnzef1c02h87txzgdqj9,2026-03-13T10:41:09Z,vocaloid,Aqu3ra,0.775,0.755,2,-6.474,1,0.053,0.522,0.0027,0.0651,0.758,100.031,4
spotify:track:6VLAoyhFsePY9y7mpUKbbt,Worlders,Worlders,Leo/need;MORE MORE JUMP!;Vivid BAD SQUAD;ワンダーランズ×ショウタイム;25時、ナイトコードで。;Hatsune Miku;Kagamine Rin;Kagamine Len;Megurine Luka;MEIKO;KAITO,30/1/2025,289166,49,FALSE,kyuvcdnzef1c02h87txzgdqj9,2026-03-13T10:42:17Z,"vocaloid,j-pop",KARENT,0.593,0.952,0,-2.5,1,0.0502,0.00911,0,0.335,0.532,137.548,4
spotify:track:28pyRtDvblWqbhflI7HuXh,くるみ割り女王,くるみ割り女王,NanahoshiKangengakudan,21/11/2025,140655,23,FALSE,315pnsrw6oiq4kqy437rzgw7myfm,2026-03-13T11:25:29Z,vocaloid,Butai Entertainment,0.698,0.902,6,-4.224,0,0.0589,0.112,0,0.125,0.93,122.006,4
spotify:track:18wDYDox1caVuBkMX0bewo,Surges,Surges,Orangestar,2/9/2020,120946,55,FALSE,31o5c7mnt35ls3m3bk3qi3zyf3da,2026-03-13T11:32:44Z,vocaloid,U&R records,0.569,0.928,5,-4.873,1,0.0659,0.0972,0,0.289,0.868,136.99,4
